NCT Number,Study Results,Primary Completion Date,Results First Posted
NCT05175807,NO,2021-07-30,
NCT05166915,NO,2022-12,
NCT04939415,NO,2023-05-01,
NCT05387252,NO,2022-12-31,
NCT04982042,NO,2021-12-30,
NCT04602442,NO,2021-08-01,
NCT04810637,NO,2021-06,
NCT05027815,YES,2022-03-02,2023-03-17
NCT04871737,NO,2022-08-21,
NCT04836052,NO,2021-08-24,
NCT04780152,NO,2022-08,
NCT05813600,NO,2022-12,
NCT04501952,YES,2021-05-06,2021-11-04
NCT04988152,NO,2021-09-02,
NCT04381052,YES,2021-04-01,2022-04-01
NCT04581915,NO,2021-04-20,
NCT04871815,YES,2022-03-07,2021-09-27
NCT05787015,NO,2023-10,
NCT04510207,NO,2021-06-16,
NCT04371107,NO,2020-06-01,
NCT04440007,YES,2021-07-01,2022-09-22
NCT04395807,NO,2021-04-12,
NCT05715515,NO,2023-05-29,
NCT05354115,NO,2022-08-22,
NCT05182515,NO,2022-03-22,
NCT06167915,NO,2024-12-26,
NCT04497415,YES,2020-11-30,2021-12-24
NCT04663737,NO,2021-08-16,
NCT04341415,NO,2020-11-20,
NCT04665115,NO,2021-11-19,
NCT04425915,NO,2020-12-15,
NCT04644185,NO,2021-06-27,
NCT04360356,NO,2020-10,
NCT04431856,NO,2020-11-17,
NCT04668209,YES,2022-06-30,2023-06-09
NCT04657809,NO,2021-02-18,
NCT04841707,NO,2022-07-06,
NCT05618587,NO,2023-07-21,
NCT05185687,NO,2022-01-06,
NCT04293887,NO,2020-05-30,
NCT04650087,NO,2022-07-24,
NCT04843787,NO,2024-06-01,
NCT04605887,NO,2023-11,
NCT05290987,NO,2022-11-08,
NCT05298787,NO,2021-08-16,
NCT04802187,YES,2022-07-15,2023-07-14
NCT06144333,NO,2025-12-10,
NCT04335851,NO,2020-05-15,
NCT04467151,NO,2021-10,
NCT05451654,NO,2022-10-04,
NCT04331054,NO,2021-05-28,
NCT04871854,NO,2022-07-26,
NCT04887233,NO,2022-05-31,
NCT04424953,NO,2020-09-25,
NCT06272253,NO,2024-03-19,
NCT04355351,NO,2021-10-22,
NCT04481633,NO,2022-03,
NCT04537351,NO,2022-04-27,
NCT04352751,NO,2021-04,
NCT04987554,NO,2021-12-31,
NCT05616754,NO,2023-07-30,
NCT04532554,NO,2020-12-10,
NCT04800133,NO,2025-03-31,
NCT05373433,NO,2023-05-31,
NCT04502433,YES,2022-03-17,2023-03-16
NCT04333251,NO,2022-12-31,
NCT05715554,NO,2022-12-18,
NCT05884554,NO,2024-08-17,
NCT05200754,NO,2022-04,
NCT04320953,NO,2020-03-26,
NCT04820751,NO,2021-11-01,
NCT05289154,NO,2023-09-01,
NCT04379453,NO,2020-04-27,
NCT05463354,NO,2023-02,
NCT05182554,YES,2022-01-27,2023-03-17
NCT04325633,NO,2020-12-15,
NCT05522933,NO,2023-05-31,
NCT05067933,NO,2022-05-01,
NCT04554433,NO,2021-10-01,
NCT04480333,NO,2020-12-31,
NCT05299333,NO,2024-06-07,
NCT06065033,NO,2024-10,
NCT04627233,NO,2021-03-01,
NCT04329533,NO,2020-11-01,
NCT05046548,NO,2020-10-15,
NCT04393948,NO,2021-06,
NCT04357730,YES,2021-03-21,2021-11-07
NCT04982757,NO,2026-05,
NCT05255848,NO,2022-08-20,
NCT04352348,NO,2022-05-31,
NCT04530357,NO,2020-11-25,
NCT04748757,NO,2022-04-03,
NCT05517148,NO,2023-01-30,
NCT04842448,NO,2023-09-30,
NCT04458948,YES,2020-08-28,2023-05-16
NCT05163730,NO,2022-02-11,
NCT04590430,NO,2021-07-26,
NCT04357457,NO,2021-10-01,
NCT06113757,NO,2023-05-16,
NCT04462848,NO,2024-09,
NCT04292730,YES,2020-04-29,2020-12-15
NCT05461365,NO,2021-11-25,
NCT04952766,NO,2022-02-06,
NCT04357366,NO,2022-01-29,
NCT06255626,NO,2025-09,
NCT04305457,NO,2025-04,
NCT04555148,NO,2021-01-22,
NCT04344548,NO,2020-06-30,
NCT04596657,NO,2021-11-23,
NCT04795557,NO,2021-11-11,
NCT05028257,NO,2022-05,
NCT04361448,NO,2020-06-30,
NCT06074848,NO,2024-03-01,
NCT04542330,NO,2023-01-11,
NCT04652648,NO,2020-10-31,
NCT05534048,NO,2023-07-02,
NCT05583357,NO,2022-09-13,
NCT05181657,YES,2022-06-06,2022-12-01
NCT04453657,NO,2024-09,
NCT04434248,NO,2020-07,
NCT04345848,NO,2021-06-02,
NCT04678830,NO,2021-06-05,
NCT04486482,NO,2021-03-30,
NCT04370782,NO,2020-09-30,
NCT04378920,NO,2021-08-24,
NCT05386420,NO,2022-08-15,
NCT05074420,NO,2024-07-14,
NCT04818320,NO,2021-07-01,
NCT04350320,NO,2020-10-20,
NCT05597774,NO,2023-09-22,
NCT05518474,NO,2023-02-01,
NCT04992182,NO,2021-08-31,
NCT05421182,NO,2022-02-14,
NCT05122182,NO,2022-08-15,
NCT04830020,NO,2021-06-30,
NCT04748120,YES,2021-04-06,2022-02-21
NCT04351620,NO,2020-06-10,
NCT05873374,NO,2024-03,
NCT04334382,NO,2020-12-31,
NCT04407182,NO,2020-08-01,
NCT05893420,NO,2023-12-31,
NCT04525820,NO,2021-08-30,
NCT05164120,NO,2022-07-18,
NCT04321174,NO,2021-08-27,
NCT04632082,NO,2021-07-13,
NCT05525182,NO,2023-12-31,
NCT04346420,NO,2020-05-01,
NCT04690920,NO,2020-12-10,
NCT04520620,NO,2020-07-10,
NCT04344782,NO,2020-09-30,
NCT05035420,NO,2024-09-01,
NCT04333420,YES,2021-10-31,2022-12-22
NCT04338074,YES,2021-04-21,2021-04-21
NCT05764174,NO,2022-12-17,
NCT04724720,NO,2021-05-03,
NCT05618574,NO,2024-08-01,
NCT05313074,NO,2022-02-25,
NCT04751682,NO,2021-06-25,
NCT04377620,YES,2021-02-26,2021-11-17
NCT04751474,NO,2021-03-01,
NCT04944082,NO,2021-12-31,
NCT04802382,NO,2023-02,
NCT04915820,NO,2021-09-09,
NCT04487574,NO,2020-10-29,
NCT04383574,NO,2021-12-28,
NCT04891120,NO,2021-06-16,
NCT04369274,NO,2023-11,
NCT05922865,NO,2025-05-30,
NCT04930965,YES,2022-12-31,2023-12-20
NCT04369365,NO,2021-06-15,
NCT05586165,NO,2022-12-31,
NCT05298865,NO,2022-12-31,
NCT04334265,NO,2020-06-01,
NCT04471766,NO,2021-10,
NCT04993365,NO,2022-07-14,
NCT06189066,NO,2024-07-01,
NCT04552366,NO,2020-12-31,
NCT05228626,NO,2022-11-30,
NCT05311865,NO,2021-10-17,
NCT04867265,NO,2021-06-02,
NCT04834726,YES,2021-06-04,2022-03-02
NCT05018065,NO,2020-12-01,
NCT05630365,NO,2023-03-31,
NCT05398965,NO,2021-01-28,
NCT04609865,NO,2024-02,
NCT06272266,NO,2022-05-30,
NCT04332666,NO,2022-12-30,
NCT05621226,NO,2022-12-08,
NCT04449965,NO,2021-08-16,
NCT04901065,NO,2021-06-07,
NCT04652765,YES,2021-09-15,2022-11-03
NCT06267326,NO,2022-06-12,
NCT05003466,NO,2023-03,
NCT05037266,NO,2022-02-14,
NCT04363866,NO,2021-03,
NCT04374565,YES,2021-03-05,2021-04-14
NCT05619666,NO,2022-12,
NCT04890665,NO,2022-06-20,
NCT04371965,NO,2020-10-23,
NCT05639465,NO,2025-04,
NCT04397666,NO,2020-12-15,
NCT04990466,NO,2021-12-31,
NCT04639466,NO,2023-11,
NCT04993326,NO,2022-09-30,
NCT04569266,NO,2021-11-03,
NCT04631666,NO,2021-08-11,
NCT05476848,NO,2022-08-10,
NCT04283825,NO,2020-04-30,
NCT04533048,NO,2020-11-16,
NCT05293548,NO,2023-05,
NCT05077930,NO,2022-04-04,
NCT04530448,YES,2021-07-15,2022-09-13
NCT05398848,NO,2023-09-04,
NCT05112848,NO,2022-05-23,
NCT05157230,NO,2021-12-15,
NCT05093530,YES,2022-04-05,2023-03-17
NCT04978025,NO,2021-11-01,
NCT04315948,NO,2022-07-09,
NCT05382130,NO,2023-03-31,
NCT04334148,YES,2020-12-10,2021-10-01
NCT05212948,NO,2022-12-19,
NCT04497948,YES,2020-11-18,2021-10-29
NCT05279430,NO,2022-07-31,
NCT05341648,NO,2022-11-01,
NCT04910230,NO,2020-04-02,
NCT04988048,NO,2021-09-30,
NCT04594330,NO,2020-12-31,
NCT04801030,NO,2022-09-30,
NCT04954248,NO,2024-08-31,
NCT05911048,NO,2023-12-30,
NCT05855330,NO,2025-06,
NCT05705648,NO,2025-03-30,
NCT05873348,NO,2023-03-10,
NCT04442048,NO,2024-04-30,
NCT05228730,NO,2022-07-25,
NCT04885530,NO,2024-06,
NCT04614948,NO,2023-06-18,
NCT04473248,NO,2020-08-30,
NCT04760730,NO,2022-03-29,
NCT04395430,NO,2022-05-12,
NCT04417257,NO,2023-12-30,
NCT04343248,NO,2021-06-30,
NCT05258565,NO,2022-06-15,
NCT04927065,NO,2023-11-17,
NCT04432766,NO,2021-01-20,
NCT04815057,NO,2020-11-23,
NCT05571657,NO,2022-08-30,
NCT04402957,NO,2021-05-27,
NCT05121766,NO,2023-04-21,
NCT04894266,NO,2022-06-22,
NCT04853966,NO,2022-12-17,
NCT05198466,YES,2022-08-18,2022-12-21
NCT05102565,NO,2023-04-28,
NCT04452565,NO,2023-12-15,
NCT05162365,NO,2022-06-29,
NCT04355026,NO,2020-06-30,
NCT04708457,NO,2022-05-01,
NCT04397757,YES,2021-02-06,2022-01-11
NCT05119348,NO,2021-08-04,
NCT04560257,NO,2020-12-30,
NCT04383548,NO,2020-12-01,
NCT04887948,YES,2021-12-08,2022-10-07
NCT04466657,NO,2021-02-28,
NCT05401448,NO,2023-01,
NCT05505448,NO,2023-05-30,
NCT04378257,NO,2020-09-30,
NCT04721457,NO,2021-03-28,
NCT04462757,NO,2020-08-31,
NCT04629157,NO,2021-02-01,
NCT05107557,NO,2021-12-05,
NCT05002348,NO,2023-11-30,
NCT04789525,NO,2020-10-01,
NCT04659239,NO,2021-09,
NCT05060939,NO,2024-02-20,
NCT04765839,NO,2021-04-03,
NCT05911022,NO,2022-08-30,
NCT04542122,NO,2021-04-30,
NCT05054322,NO,2022-01-31,
NCT05630339,NO,2023-05-01,
NCT04358939,NO,2021-02-21,
NCT04508439,NO,2020-08-30,
NCT04364022,NO,2021-03-24,
NCT05313022,NO,2022-05-13,
NCT05094622,NO,2023-12-31,
NCT04313322,NO,2020-06-30,
NCT04549922,NO,2020-12-09,
NCT04962022,YES,2021-09-30,2022-08-11
NCT05519839,NO,2023-07-25,
NCT05831839,NO,2024-09-01,
NCT04558125,YES,2021-07-10,2021-09-21
NCT05224622,NO,2022-05-28,
NCT05133622,NO,2022-02-25,
NCT04390022,YES,2020-09-17,2020-12-09
NCT05870839,NO,2024-05-10,
NCT05447039,NO,2020-11-30,
NCT05668039,NO,2024-04-01,
NCT04470739,NO,2020-09-30,
NCT05954325,NO,2024-12,
NCT04555122,NO,2022-05-28,
NCT05261139,NO,2027-07-03,
NCT05548439,NO,2024-02,
NCT04412239,NO,2020-12-20,
NCT04470622,YES,2021-04-09,2022-04-08
NCT04613739,YES,2021-09-01,2022-02-25
NCT04535674,NO,2021-10-29,
NCT05396573,NO,2022-08,
NCT04567173,NO,2021-06-30,
NCT04409873,YES,2022-09-10,2023-09-08
NCT04539873,NO,2021-10-30,
NCT05116865,NO,2022-05-26,
NCT04427566,NO,2021-12-31,
NCT04500366,NO,2021-11-01,
NCT04874766,NO,2021-07-15,
NCT05984966,NO,2024-11-30,
NCT04893265,NO,2023-01-03,
NCT05138666,NO,2024-03,
NCT05639166,NO,2023-05-16,
NCT04652674,NO,2022-06-30,
NCT04930874,NO,2024-11-16,
NCT04651374,NO,2022-11-08,
NCT04821674,NO,2021-08-13,
NCT04916574,NO,2021-03-28,
NCT05094674,NO,2022-06-22,
NCT04444674,NO,2020-12,
NCT05676073,NO,2022-12-30,
NCT05218174,NO,2024-12-01,
NCT04384965,NO,2022-05-18,
NCT04377165,NO,2020-08-26,
NCT04756466,NO,2021-04-30,
NCT04824365,YES,2022-08-12,2022-08-25
NCT04346966,NO,2020-10-20,
NCT04747574,NO,2021-02-25,
NCT05293665,NO,2022-11,
NCT04446065,NO,2021-09-30,
NCT04331366,YES,2020-08-31,2021-02-05
NCT04894474,NO,2022-05-23,
NCT04347174,NO,2020-08-10,
NCT04563065,NO,2020-11-30,
NCT06012565,NO,2021-08-07,
NCT05228665,NO,2023-12-31,
NCT05679466,NO,2023-06-30,
NCT04773665,NO,2022-11-14,
NCT05918965,NO,2025-03-01,
NCT05060666,NO,2022-03,
NCT05167266,NO,2023-12-31,
NCT05279365,NO,2022-08-31,
NCT04839965,YES,2022-02-07,2022-10-17
NCT04408066,NO,2024-07-01,
NCT05684926,NO,2023-11-01,
NCT05846126,NO,2024-09-30,
NCT05094726,NO,2021-10-30,
NCT05265065,NO,2022-09-30,
NCT04565665,NO,2025-04-30,
NCT04674566,NO,2022-10-30,
NCT05977166,NO,2022-06-21,
NCT04402866,YES,2021-04-21,2022-02-25
NCT04896866,NO,2021-10-15,
NCT04326426,NO,2020-08-01,
NCT04955626,NO,2023-05-25,
NCT04867226,NO,2021-06-18,
NCT05668065,NO,2022-01-31,
NCT04369066,NO,2022-01-06,
NCT04608266,NO,2021-09-27,
NCT05447065,NO,2022-06-10,
NCT04979065,NO,2022-04-30,
NCT04746365,NO,2021-01-31,
NCT04590365,NO,2022-11-18,
NCT04322565,NO,2021-09-01,
NCT05019326,NO,2022-05-30,
NCT04431466,NO,2020-12-01,
NCT04522466,NO,2020-05-28,
NCT04352465,NO,2020-06-30,
NCT04331665,NO,2021-01-05,
NCT04427865,NO,2020-09,
NCT04310865,NO,2022-12,
NCT04810065,NO,2021-07-29,
NCT04750265,NO,2021-08-08,
NCT04800965,NO,2021-12-31,
NCT04622865,NO,2023-12,
NCT04501965,NO,2020-08-30,
NCT05770466,NO,2023-12-31,
NCT05167357,NO,2022-11-30,
NCT06166030,NO,2024-12-10,
NCT04412330,NO,2021-05-05,
NCT05656430,NO,2024-12-28,
NCT04681430,NO,2021-10-29,
NCT06063330,NO,2024-01-03,
NCT04438057,NO,2020-08-12,
NCT04922957,NO,2022-09-01,
NCT04416048,NO,2021-07-20,
NCT05999448,NO,2025-09-08,
NCT04522830,NO,2021-02-28,
NCT05002530,NO,2021-12,
NCT04344730,NO,2021-12-31,
NCT04952857,NO,2021-11-30,
NCT04336748,NO,2020-07,
NCT04531748,NO,2022-09,
NCT04864548,NO,2024-03,
NCT04372030,NO,2020-06-30,
NCT05269030,NO,2023-03,
NCT05529030,NO,2022-09-15,
NCT05570630,NO,2024-07,
NCT04990830,NO,2021-04-21,
NCT04852848,YES,2021-06-30,2023-04-18
NCT04485130,YES,2022-02-28,2023-06-01
NCT04407130,NO,2020-10-30,
NCT04928430,NO,2022-11-28,
NCT04751630,NO,2022-02-01,
NCT04990557,NO,2022-11,
NCT04843930,YES,2023-02-06,2023-12-22
NCT06057025,NO,2024-12,
NCT06124625,NO,2024-12-30,
NCT04359225,NO,2021-12-31,
NCT05607082,NO,2022-12-08,
NCT04346082,NO,2021-07-30,
NCT05125874,NO,2023-08-30,
NCT05030974,NO,2022-03-12,
NCT04473274,NO,2020-11-01,
NCT04776174,NO,2021-11-03,
NCT04353674,NO,2023-12-30,
NCT05256082,NO,2022-02-02,
NCT04505774,NO,2023-08-31,
NCT04252274,NO,2020-08-31,
NCT04739020,NO,2021-12-30,
NCT04336774,NO,2020-11-01,
NCT04794374,NO,2021-10-27,
NCT04772820,NO,2022-06-30,
NCT05951920,NO,2023-07-22,
NCT05329220,NO,2023-03-15,
NCT04452474,NO,2020-11-16,
NCT05638620,NO,2023-06-15,
NCT03891420,NO,2021-01-31,
NCT05346120,NO,2023-12-20,
NCT04830774,NO,2021-12-31,
NCT05225220,NO,2023-01-06,
NCT04326920,YES,2020-09-28,2022-04-26
NCT05085574,NO,2023-02-07,
NCT04876274,YES,2020-12-29,2021-10-05
NCT05028374,YES,2021-11-02,2023-10-30
NCT04402060,YES,2021-02-13,2022-01-04
NCT04677660,YES,2022-02-22,2023-02-20
NCT05248373,NO,2023-02-14,
NCT04933474,NO,2024-03-31,
NCT05256589,NO,2022-04-26,
NCT04701489,NO,2021-03-15,
NCT05148780,NO,2023-02-20,
NCT05315362,NO,2022-09-01,
NCT05961462,NO,2023-07-30,
NCT04535791,NO,2020-12-30,
NCT04978194,NO,2021-12-20,
NCT04663594,NO,2021-02-10,
NCT04866589,NO,2021-05-21,
NCT04615429,NO,2022-01,
NCT04729491,NO,2020-09-15,
NCT04332991,YES,2020-06-19,2021-02-09
NCT04438694,NO,2021-05-31,
NCT05433194,NO,2022-09-26,
NCT04710394,NO,2022-03-11,
NCT04472494,YES,2021-08-12,2022-08-10
NCT04492891,YES,2021-12-10,2023-03-29
NCT04967794,NO,2021-07-09,
NCT04382391,NO,2022-12-30,
NCT05514691,NO,2022-01-21,
NCT04845191,NO,2022-03,
NCT04824391,NO,2022-03-11,
NCT05359991,NO,2024-05,
NCT05321394,NO,2023-10-29,
NCT05722691,NO,2022-11-22,
NCT04910191,NO,2021-12,
NCT06107491,NO,2022-10-03,
NCT04332094,NO,2021-06,
NCT04603794,NO,2020-11,
NCT04381962,NO,2021-01-29,
NCT04367662,NO,2020-05-14,
NCT04456062,NO,2021-07-31,
NCT04499391,NO,2022-10,
NCT05630391,NO,2022-06-15,
NCT04470544,NO,2022-09-15,
NCT04357444,NO,2020-11-02,
NCT04347889,NO,2020-12-30,
NCT04646044,NO,2021-05-11,
NCT04981392,NO,2023-02-08,
NCT04588792,NO,2023-02-01,
NCT05907044,NO,2023-06-10,
NCT05760092,NO,2024-07,
NCT05679492,NO,2023-09-01,
NCT04673292,NO,2023-06-09,
NCT04382092,NO,2020-04-24,
NCT04859244,NO,2021-05-01,
NCT05137444,NO,2023-03,
NCT04330144,NO,2020-06-29,
NCT04909892,NO,2022-01,
NCT04317092,NO,2023-12-19,
NCT04476992,NO,2021-07-17,
NCT04343144,NO,2020-07-31,
NCT05011344,NO,2022-07-15,
NCT05065892,NO,2022-01,
NCT04387292,NO,2021-01-21,
NCT04522492,NO,2021-03-01,
NCT04397692,NO,2020-09-30,
NCT04426344,NO,2020-12,
NCT04342689,YES,2021-04-15,2022-07-06
NCT05474144,NO,2022-04-30,
NCT05276544,NO,2022-07-15,
NCT04405492,NO,2021-03-25,
NCT04293692,NO,2020-02-25,
NCT04681092,NO,2022-03-10,
NCT04614844,NO,2022-09-02,
NCT05244044,NO,2024-01-01,
NCT04479644,NO,2021-02-03,
NCT05165992,NO,2022-11,
NCT04402892,NO,2021-03-01,
NCT04389944,NO,2020-06-30,
NCT04952389,NO,2023-04-21,
NCT06016192,NO,2022-11-30,
NCT05105789,NO,2023-05-21,
NCT04818489,NO,2021-08-25,
NCT04505592,YES,2022-03-10,2023-03-08
NCT04407689,NO,2022-03-30,
NCT04487691,NO,2021-06-15,
NCT04885491,NO,2023-04-30,
NCT05513560,NO,2025-05,
NCT04656691,YES,2021-04-18,2022-03-03
NCT05242094,NO,2021-02-02,
NCT04491994,YES,2020-05-31,2020-07-31
NCT04920760,NO,2021-11-21,
NCT04368260,YES,2020-08-01,2022-02-09
NCT05148091,NO,2023-08-04,
NCT04493294,NO,2021-12,
NCT04510194,YES,2022-02-14,2023-04-18
NCT04343794,NO,2021-12-31,
NCT04389294,YES,2020-06-16,2022-03-29
NCT06008860,NO,2024-12,
NCT04373291,NO,2021-07-31,
NCT04442191,NO,2021-05-05,
NCT04532294,YES,2021-02-13,2022-01-19
NCT04715360,NO,2021-11-29,
NCT04659460,NO,2021-03-31,
NCT03871491,NO,2022-10-07,
NCT04542694,YES,2020-08-10,2020-10-11
NCT04373460,YES,2022-01-14,2022-12-21
NCT05413694,NO,2024-07,
NCT04390594,NO,2021-02-12,
NCT04382560,NO,2020-05-31,
NCT04369794,NO,2022-06-04,
NCT05612360,NO,2022-12-08,
NCT05975060,NO,2023-11-15,
NCT05270694,NO,2023-11-08,
NCT05067894,NO,2022-04-11,
NCT04345276,NO,2020-04-15,
NCT05458076,NO,2022-09-06,
NCT04357327,NO,2020-05-31,
NCT04528927,NO,2020-07-15,
NCT05375773,NO,2022-08-31,
NCT04362176,YES,2021-07-06,2022-07-06
NCT05530876,NO,2021-12-02,
NCT04514627,NO,2021-07-31,
NCT05082727,NO,2022-09-15,
NCT04408027,NO,2023-01-30,
NCT04595773,NO,2025-12-31,
NCT04561076,NO,2021-09-06,
NCT05430776,NO,2022-05-10,
NCT04350476,NO,2020-05-01,
NCT04393727,NO,2020-09-30,
NCT04952376,NO,2021-06-10,
NCT04803227,NO,2021-05-28,
NCT04421027,YES,2021-02-12,2022-02-11
NCT04498273,YES,2021-08-05,2022-01-14
NCT04952727,NO,2021-11-26,
NCT05104827,NO,2023-12-31,
NCT05074927,NO,2022-07,
NCT04365127,NO,2020-08-20,
NCT05184127,NO,2021-09-07,
NCT04901676,NO,2023-01,
NCT04385576,NO,2020-09-15,
NCT05616676,NO,2023-10-30,
NCT04547127,NO,2021-02-04,
NCT04346927,NO,2020-10-10,
NCT04401527,NO,2020-08-15,
NCT04460027,YES,2020-11-30,2022-07-19
NCT04388527,YES,2021-01-25,2022-03-10
NCT05813873,NO,2024-12-23,
NCT05765773,NO,2022-10-01,
NCT04380376,NO,2020-10-30,
NCT04470427,NO,2022-12-29,
NCT04902976,NO,2021-05-30,
NCT05040776,NO,2024-05,
NCT05874076,NO,2021-10-30,
NCT04644276,YES,2021-12-09,2022-12-08
NCT04409327,NO,2020-12-27,
NCT04604327,NO,2021-05-31,
NCT04730427,NO,2022-05-08,
NCT05584176,YES,2022-01-21,2023-02-02
NCT05787327,NO,2024-04-30,
NCT04809389,NO,2022-09,
NCT04346589,NO,2021-02-17,
NCT04603729,NO,2020-06-30,
NCT04900129,NO,2020-12-30,
NCT04431180,NO,2020-06-13,
NCT04384380,NO,2020-05-31,
NCT05862480,NO,2023-09,
NCT04341389,NO,2020-11-30,
NCT04584580,NO,2020-10-31,
NCT06091280,NO,2024-12,
NCT04858789,NO,2021-07-15,
NCT05445089,NO,2020-11-01,
NCT05886829,NO,2023-01-19,
NCT04425629,YES,2022-01-21,2023-01-20
NCT04838080,NO,2021-06-01,
NCT04332380,NO,2020-07-28,
NCT05084989,NO,2022-08-18,
NCT04616989,NO,2021-01-30,
NCT05689229,NO,2021-11-28,
NCT04382729,NO,2020-07,
NCT04619680,NO,2024-04,
NCT04724629,NO,2021-03-31,
NCT04887129,NO,2023-08-31,
NCT04366180,NO,2020-06,
NCT04423289,NO,2020-05-04,
NCT05766189,NO,2023-07-31,
NCT04834089,NO,2022-05,
NCT05483829,NO,2022-08-28,
NCT04865029,YES,2022-01-25,2023-02-10
NCT04399980,YES,2021-04-23,2021-05-06
NCT04315480,NO,2020-04-09,
NCT05783180,NO,2023-06,
NCT04334980,NO,2022-08-31,
NCT04561180,NO,2023-05-01,
NCT04583189,NO,2020-11-25,
NCT04933929,NO,2021-04-22,
NCT04438980,NO,2021-03-12,
NCT04354389,NO,2020-09-30,
NCT05045989,NO,2021-07-31,
NCT05584189,YES,2021-10-27,2023-04-10
NCT04371029,NO,2020-09-09,
NCT04806529,NO,2020-12-15,
NCT04884529,NO,2021-12-30,
NCT04528329,NO,2023-11-01,
NCT04328480,NO,2021-04-25,
NCT04324489,NO,2020-04-16,
NCT04446429,YES,2020-12-24,2021-01-22
NCT04344080,NO,2021-04-10,
NCT04762680,NO,2024-07-16,
NCT04637867,NO,2021-05-12,
NCT04770467,NO,2022-10,
NCT04713176,NO,2022-05-02,
NCT04355676,NO,2020-08-30,
NCT04969276,YES,2022-02-08,2022-11-14
NCT05155527,NO,2022-06,
NCT05014373,NO,2021-08-31,
NCT04490473,NO,2021-03-24,
NCT05057676,NO,2026-12-01,
NCT04452773,NO,2020-09,
NCT05506176,NO,2023-01-23,
NCT04386876,NO,2020-05-22,
NCT05167227,NO,2024-10-31,
NCT05435027,NO,2024-03,
NCT05055427,NO,2021-12-25,
NCT04482673,NO,2022-12-31,
NCT04871776,YES,2022-05-27,2023-05-05
NCT04708327,NO,2022-06-30,
NCT04492527,NO,2021-04-30,
NCT05077176,NO,2023-05-10,
NCT04723576,NO,2022-07-29,
NCT04894227,NO,2021-05-11,
NCT05648773,NO,2022-12-23,
NCT04509973,NO,2021-06-17,
NCT05465876,NO,2024-10,
NCT04563676,NO,2023-12,
NCT04395976,NO,2020-06-10,
NCT04661527,NO,2020-12-30,
NCT05852873,NO,2024-04,
NCT05401773,NO,2023-12-01,
NCT04935476,NO,2022-03-31,
NCT05369676,NO,2022-08-29,
NCT04542876,NO,2020-07-31,
NCT04420676,NO,2021-12-01,
NCT05010876,NO,2021-06-13,
NCT04323527,NO,2020-05-07,
NCT04476927,NO,2021-05-30,
NCT04918927,NO,2023-03-21,
NCT04853927,NO,2021-10-30,
NCT04699227,NO,2021-08-31,
NCT04903327,NO,2022-08-29,
NCT04341727,NO,2021-04-01,
NCT04363827,NO,2021-06,
NCT04421391,NO,2020-11-01,
NCT05060991,NO,2022-12-24,
NCT04720794,NO,2020-10-20,
NCT04640194,NO,2022-07-19,
NCT04298060,NO,2021-03,
NCT05236491,NO,2023-06,
NCT04374591,NO,2020-11-01,
NCT04345991,NO,2021-05-28,
NCT04598594,NO,2021-04-29,
NCT04986176,NO,2022-12-31,
NCT04343976,YES,2021-07-30,2022-06-07
NCT04854876,NO,2021-08-30,
NCT04881227,NO,2021-09-23,
NCT04512027,NO,2020-09-19,
NCT05689827,NO,2022-11-10,
NCT04686773,NO,2021-10-30,
NCT05552573,NO,2023-01-10,
NCT04534673,NO,2023-12-31,
NCT05035576,NO,2021-11-30,
NCT05043376,NO,2021-11-21,
NCT05977127,NO,2024-06-01,
NCT04392427,NO,2022-05,
NCT05572827,NO,2022-10-01,
NCT05614427,NO,2021-12-20,
NCT04569227,NO,2021-09,
NCT05278273,NO,2021-02-14,
NCT05302973,NO,2022-12-31,
NCT04558476,NO,2022-04-09,
NCT04391127,NO,2020-11-06,
NCT04313127,NO,2021-01-20,
NCT04798027,YES,2022-06-27,2023-09-29
NCT04762173,NO,2021-05-31,
NCT04392973,NO,2021-01-26,
NCT05178173,NO,2023-12-31,
NCT04876573,NO,2021-12-31,
NCT05062473,NO,2023-03-01,
NCT04749173,NO,2021-06-18,
NCT05890573,NO,2024-05-31,
NCT04415073,YES,2020-07-13,2022-06-29
NCT05412173,NO,2022-05-17,
NCT04915989,NO,2022-04-01,
NCT05087329,NO,2024-12,
NCT05069129,NO,2023-12,
NCT04343729,NO,2020-06-16,
NCT04291729,NO,2020-03-19,
NCT04563689,NO,2020-10-22,
NCT04451889,NO,2021-07-01,
NCT04901689,NO,2023-02,
NCT04522089,NO,2020-11-20,
NCT05040789,NO,2022-05-31,
NCT06042829,NO,2021-10-22,
NCT04449380,NO,2021-03-30,
NCT04445389,NO,2021-12-30,
NCT04674189,YES,2022-06-08,2022-11-30
NCT05720429,NO,2024-06,
NCT04961229,NO,2022-02,
NCT05271929,NO,2024-03-10,
NCT04693689,NO,2021-03-30,
NCT05554029,NO,2022-11-20,
NCT04355429,NO,2020-07,
NCT05249829,NO,2023-06-23,
NCT04810689,NO,2022-06-20,
NCT05578729,NO,2022-06-01,
NCT05195229,NO,2022-03-01,
NCT04345289,NO,2021-03-16,
NCT04351789,NO,2023-04,
NCT04399889,YES,2022-02-16,2022-10-24
NCT04372589,NO,2021-05-17,
NCT05874089,NO,2023-09-03,
NCT04348929,NO,2023-07-21,
NCT04913129,NO,2023-12-31,
NCT05196529,NO,2023-01-31,
NCT05894629,NO,2023-06-01,
NCT04723589,NO,2021-04-30,
